s,Vas,2024.09.18.21.51.22.902,100,How do you feel right now?,Alert,Drowsy,0,100
s,Vas,null,50,How do you feel right now?,Calm,Excited,0,100
s,Vas,null,50,How do you feel right now?,Strong,Feeble,0,100
s,Vas,null,50,How do you feel right now?,Muzzy,Clear-headed,0,100
s,Vas,null,50,How do you feel right now?,Well coordinated,Clumsy,0,100
s,Vas,null,50,How do you feel right now?,Lethargic,Energetic,0,100
s,Vas,null,50,How do you feel right now?,Contented,Discontented,0,100
s,Vas,null,50,How do you feel right now?,Troubled,Tranquil,0,100
s,Vas,null,50,How do you feel right now?,Mentally slow,Quick witted,0,100
s,Vas,null,50,How do you feel right now?,Tense,Relaxed,0,100
s,Vas,null,50,How do you feel right now?,Attentive,Dreamy,0,100
s,Vas,null,50,How do you feel right now?,Incompetent,Proficient,0,100
s,Vas,null,50,How do you feel right now?,Happy,Sad,0,100
s,Vas,null,50,How do you feel right now?,Antagonistic,Friendly,0,100
s,Vas,null,50,How do you feel right now?,Interested,Bored,0,100
s,Vas,null,50,How do you feel right now?,Withdrawn,Sociable,0,100
s,Vas,null,50,How hungry do you feel right now?,Not at all hungry,Extremely hungry,0,100
s,Vas,null,50,How thirsty do you feel right now?,Not at all thirsty,Extremely thirsty,0,100
