444,Vas,2024.08.13.20.02.07.942,82,How hungry do you feel right now?,Not at all hungry,Extremely hungry,0,100
444,Vas,2024.08.13.20.02.08.907,65,How full do you feel right now?,Not at all full,Extremely full,0,100
444,Vas,2024.08.13.20.02.10.075,97,How thirsty do you feel right now?,Not at all thirsty,Extremely thirsty,0,100
444,Vas,2024.08.13.20.02.11.000,14,How strong is your desire to eat right now?,Very weak,Very strong,0,100
444,Vas,2024.08.13.20.02.12.084,77,How much do you think you could eat right now?,Nothing at all,A large amount,0,100
444,Vas,2024.08.13.20.02.12.934,85,How clearheaded do you feel right now?,Not at all clearheaded,Extremely clearheaded,0,100
444,Vas,2024.08.13.20.02.14.115,90,How tired do you feel right now?,Not at all tired,Extremely tired,0,100
444,Vas,2024.08.13.20.02.14.902,79,How headachy do you feel right now?,Not at all headachy,Extremely headachy,0,100
444,Vas,2024.08.13.20.02.16.194,24,How calm do you feel right now?,Not at all calm,Extremely calm,0,100
444,Vas,2024.08.13.2
