091,Vas,2024.08.17.00.04.44.821,71,How hungry are you right now?,Extremely hungry,Not at all hungry,0,100
091,Vas,2024.08.17.00.04.45.994,37,How full are you right now?,Extremely full,Not at all full,0,100
091,Vas,2024.08.17.00.04.47.062,74,How thirsty are you right now?,Extremely thirsty,Not at all thirsty,0,100
091,Vas,2024.08.17.00.04.47.887,84,How happy are you right now?,Extremely happy,Not at all happy,0,100
091,Vas,2024.08.17.00.04.48.743,85,How anxious are you right now?,Extremely anxious,Not at all anxious,0,100
091,Vas,2024.08.17.00.04.49.786,36,How tired are you right now?,Extremely tired,Not at all tired,0,100
091,Vas,2024.08.17.00.04.52.747,82,How much do you like Sample 667?,Dislike extremely,Like extremely,0,100
091,GLMS ,2024.08.17.00.04.54.264,64,How sweet is Sample 667?
091,GLMS ,2024.08.17.00.04.55.400,27,How bitter is Sample 667?
091,GLMS ,2024.08.17.00.04.57.114,39,How sour is Sample 667?
091,GLMS ,2024.08.17.00.04.58.543,57,How salty is Sample 667?
091,Vas,2024.08.17.00.05.01.818,85,How much do you like Sample 312?,Dislike extremely,Like extremely,0,100
091,GLMS ,2024.08.17.00.05.04.265,60,How sweet is Sample 312?
091,GLMS ,2024.08.17.00.05.05.736,39,How bitter is Sample 312?
091,GLMS ,2024.08.17.00.05.07.272,61,How sour is Sample 312?
091,GLMS ,null,0,How salty is Sample 312?
091,Vas,null,50,How much do you like Sample 265?,Dislike extremely,Like extremely,0,100
091,GLMS ,null,0,How sweet is Sample 265?
091,GLMS ,null,0,How bitter is Sample 265?
091,GLMS ,null,0,How sour is Sample 265?
091,GLMS ,null,0,How salty is Sample 265?
091,Vas,null,50,How much do you like Sample 720?,Dislike extremely,Like extremely,0,100
091,GLMS ,null,0,How sweet is Sample 720?
091,GLMS ,null,0,How bitter is Sample 720?
091,GLMS ,null,0,How sour is Sample 720?
091,GLMS ,null,0,How salty is Sample 720?
1,Vas,null,50,How hungry are you right now?,Extremely hungry,Not at all hungry,0,100
1,Vas,null,50,How full are you right now?,Extremely full,Not at all full,0,100
1,Vas,null,50,How thirsty are you right now?,Extremely thirsty,Not at all thirsty,0,100
1,Vas,null,50,How happy are you right now?,Extremely happy,Not at all happy,0,100
1,Vas,null,50,How anxious are you right now?,Extremely anxious,Not at all anxious,0,100
1,Vas,null,50,How tired are you right now?,Extremely tired,Not at all tired,0,100
1,Vas,null,50,How much do you like Sample 667?,Dislike extremely,Like extremely,0,100
1,GLMS ,null,0,How sweet is Sample 667?
1,GLMS ,null,0,How bitter is Sample 667?
1,GLMS ,null,0,How sour is Sample 667?
1,GLMS ,null,0,How salty is Sample 667?
1,Vas,null,50,How much do you like Sample 312?,Dislike extremely,Like extremely,0,100
1,GLMS ,null,0,How sweet is Sample 312?
1,GLMS ,null,0,How bitter is Sample 312?
1,GLMS ,null,0,How sour is Sample 312?
1,GLMS ,null,0,How salty is Sample 312?
1,Vas,null,50,How much do you like Sample 265?,Dislike extremely,Like extremely,0,100
1,GLMS ,null,0,How sweet is Sample 265?
1,GLMS ,null,0,How bitter is Sample 265?
1,GLMS ,null,0,How sour is Sample 265?
1,GLMS ,null,0,How salty is Sample 265?
1,Vas,null,50,How much do you like Sample 720?,Dislike extremely,Like extremely,0,100
1,GLMS ,null,0,How sweet is Sample 720?
1,GLMS ,null,0,How bitter is Sample 720?
1,GLMS ,null,0,How sour is Sample 720?
1,GLMS ,null,0,How salty is Sample 720?
