lkkj,Vas,2024.08.27.10.35.45.256,92,Think about walking in the rain. How much do you like walking in the rain?,Dislike extremely,Like extremely,0,100
lkkj,Vas,2024.08.27.10.35.46.961,95,Think about watching your favourite movie. How much do you like watching your favourite movie?,Dislike extremely,Like extremely,0,100
lkkj,Vas,2024.08.27.10.35.48.333,95,Think about a warm fire on a cold day. How much do you like a warm fire on a cold day?,Dislike extremely,Like extremely,0,100
lkkj,Vas,2024.08.27.10.35.49.794,96,Think about the sound of a car alarm. How much do you like the sound of a car alarm?,Dislike extremely,Like extremely,0,100
lkkj,GLMS ,2024.08.27.10.35.56.262,0,Think of listening to a heavy metal song with headphones on maximum volume.
lkkj,GLMS ,2024.08.27.10.36.16.796,8,Think of staring directly at the sun through binoculars
lkkj,Vas,2024.08.27.10.36.22.328,60,How hungry are you right now?,Not at all hungry,Extremely hungry,0,100
lkkj,Vas,2024.08.27.10.36.29.007,84,How full are you right now?,Not at all full,Extremely full,0,100
lkkj,Vas,2024.08.27.10.36.34.369,88,How thirsty are you right now?,Not at all thirsty,Extremely thirsty,0,100
lkkj,Vas,2024.08.27.10.36.35.925,87,How happy are you right now?,Not at all happy,Extremely happy,0,100
lkkj,Vas,2024.08.27.10.36.37.656,84,How anxious are you right now?,Not at all anxious,Extremely anxious,0,100
lkkj,Vas,2024.08.27.10.36.45.907,84,How tired are you right now?,Not at all tired,Extremely tired,0,100
lkkj,Vas,2024.08.27.10.36.58.835,68,How much do you like Sample 667?,Dislike extremely,Like extremely,0,100
lkkj,GLMS ,2024.08.27.10.37.01.492,11,How sweet is Sample 667?
lkkj,GLMS ,2024.08.27.10.37.03.026,11,How bitter is Sample 667?
lkkj,GLMS ,2024.08.27.10.37.04.515,11,How sour is Sample 667?
lkkj,GLMS ,2024.08.27.10.37.07.914,10,How salty is Sample 667?
lkkj,Vas,2024.08.27.10.37.37.425,64,How much do you like Sample 312?,Dislike extremely,Like extremely,0,100
lkkj,GLMS ,2024.08.27.10.37.39.085,25,How sweet is Sample 312?
lkkj,GLMS ,2024.08.27.10.37.46.648,21,How bitter is Sample 312?
lkkj,GLMS ,2024.08.27.10.37.48.836,22,How sour is Sample 312?
lkkj,GLMS ,2024.08.27.10.37.50.827,25,How salty is Sample 312?
lkkj,Vas,null,50,How much do you like Sample 265?,Dislike extremely,Like extremely,0,100
lkkj,GLMS ,null,0,How sweet is Sample 265?
lkkj,GLMS ,null,0,How bitter is Sample 265?
lkkj,GLMS ,null,0,How sour is Sample 265?
lkkj,GLMS ,null,0,How salty is Sample 265?
lkkj,Vas,null,50,How much do you like Sample 720?,Dislike extremely,Like extremely,0,100
lkkj,GLMS ,null,0,How sweet is Sample 720?
lkkj,GLMS ,null,0,How bitter is Sample 720?
lkkj,GLMS ,null,0,How sour is Sample 720?
lkkj,GLMS ,null,0,How salty is Sample 720?
lkkj,Vas,null,50,User input,null,null,0,100
