11111,Vas,2024.08.14.17.24.50.396,74,Think about walking in the rain. How much do you like walking in the rain?,Dislike extremely,Like extremely,0,100
11111,Vas,2024.08.14.17.24.54.994,77,Think about watching your favourite movie. How much do you like watching your favourite movie?,Dislike extremely,Like extremely,0,100
11111,Vas,2024.08.14.17.24.56.869,37,Think about a warm fire on a cold day. How much do you like a warm fire on a cold day?,Dislike extremely,Like extremely,0,100
11111,Vas,2024.08.14.17.24.58.793,82,Think about the sound of a car alarm. How much do you like the sound of a car alarm?,Dislike extremely,Like extremely,0,100
11111,GLMS ,2024.08.14.17.25.01.245,40,Think of listening to a heavy metal song with headphones on maximum volume.
11111,GLMS ,2024.08.14.17.25.03.215,76,Think of staring directly at the sun through binoculars
11111,Vas,2024.08.14.17.25.07.821,74,How hungry are you right now?,Not at all hungry,Extremely hungry,0,100
11111,Vas,2024.08.14.17.25.09.846,78,How full are you right now?,Not at all full,Extremely full,0,100
11111,Vas,2024.08.14.17.25.11.774,82,How thirsty are you right now?,Not at all thirsty,Extremely thirsty,0,100
11111,Vas,2024.08.14.17.25.13.401,85,How happy are you right now?,Not at all happy,Extremely happy,0,100
11111,Vas,2024.08.14.17.25.15.299,33,How anxious are you right now?,Not at all anxious,Extremely anxious,0,100
11111,Vas,2024.08.14.17.25.17.643,89,How tired are you right now?,Not at all tired,Extremely tired,0,100
11111,Vas,null,50,How much do you like Sample 667?,Dislike extremely,Like extremely,0,100
11111,GLMS ,null,0,How sweet is Sample 667?
11111,GLMS ,null,0,How bitter is Sample 667?
11111,GLMS ,null,0,How sour is Sample 667?
11111,GLMS ,null,0,How salty is Sample 667?
11111,Vas,null,50,How much do you like Sample 312?,Dislike extremely,Like extremely,0,100
11111,GLMS ,null,0,How sweet is Sample 312?
11111,GLMS ,null,0,How bitter is Sample 312?
11111,GLMS ,null,0,How sour is Sample 312?
11111,GLMS ,null,0,How salty is Sample 312?
11111,Vas,null,50,How much do you like Sample 265?,Dislike extremely,Like extremely,0,100
11111,GLMS ,null,0,How sweet is Sample 265?
11111,GLMS ,null,0,How bitter is Sample 265?
11111,GLMS ,null,0,How sour is Sample 265?
11111,GLMS ,null,0,How salty is Sample 265?
11111,Vas,null,50,How much do you like Sample 720?,Dislike extremely,Like extremely,0,100
11111,GLMS ,null,0,How sweet is Sample 720?
11111,GLMS ,null,0,How bitter is Sample 720?
11111,GLMS ,null,0,How sour is Sample 720?
11111,GLMS ,null,0,How salty is Sample 720?
22222,Vas,2024.08.14.17.25.43.594,75,Think about walking in the rain. How much do you like walking in the rain?,Dislike extremely,Like extremely,0,100
22222,Vas,2024.08.14.17.25.45.077,28,Think about watching your favourite movie. How much do you like watching your favourite movie?,Dislike extremely,Like extremely,0,100
22222,Vas,2024.08.14.17.25.46.790,76,Think about a warm fire on a cold day. How much do you like a warm fire on a cold day?,Dislike extremely,Like extremely,0,100
22222,Vas,2024.08.14.17.25.49.149,83,Think about the sound of a car alarm. How much do you like the sound of a car alarm?,Dislike extremely,Like extremely,0,100
22222,GLMS ,2024.08.14.17.25.52.496,42,Think of listening to a heavy metal song with headphones on maximum volume.
22222,GLMS ,2024.08.14.17.25.54.877,65,Think of staring directly at the sun through binoculars
22222,Vas,2024.08.14.17.25.58.588,66,How hungry are you right now?,Not at all hungry,Extremely hungry,0,100
22222,Vas,2024.08.14.17.26.01.467,85,How full are you right now?,Not at all full,Extremely full,0,100
22222,Vas,null,50,How thirsty are you right now?,Not at all thirsty,Extremely thirsty,0,100
22222,Vas,null,50,How happy are you right now?,Not at all happy,Extremely happy,0,100
22222,Vas,null,50,How anxious are you right now?,Not at all anxious,Extremely anxious,0,100
22222,Vas,null,50,How tired are you right now?,Not at all tired,Extremely tired,0,100
22222,Vas,null,50,How much do you like Sample 667?,Dislike extremely,Like extremely,0,100
22222,GLMS ,null,0,How sweet is Sample 667?
22222,GLMS ,null,0,How bitter is Sample 667?
22222,GLMS ,null,0,How sour is Sample 667?
22222,GLMS ,null,0,How salty is Sample 667?
22222,Vas,null,50,How much do you like Sample 312?,Dislike extremely,Like extremely,0,100
22222,GLMS ,null,0,How sweet is Sample 312?
22222,GLMS ,null,0,How bitter is Sample 312?
22222,GLMS ,null,0,How sour is Sample 312?
22222,GLMS ,null,0,How salty is Sample 312?
22222,Vas,null,50,How much do you like Sample 265?,Dislike extremely,Like extremely,0,100
22222,GLMS ,null,0,How sweet is Sample 265?
22222,GLMS ,null,0,How bitter is Sample 265?
22222,GLMS ,null,0,How sour is Sample 265?
22222,GLMS ,null,0,How salty is Sample 265?
22222,Vas,null,50,How much do you like Sample 720?,Dislike extremely,Like extremely,0,100
22222,GLMS ,null,0,How sweet is Sample 720?
22222,GLMS ,null,0,How bitter is Sample 720?
22222,GLMS ,null,0,How sour is Sample 720?
22222,GLMS ,null,0,How salty is Sample 720?
