231,Vas,2024.08.13.19.31.26.792,79,How hungry are you right now?,Extremely hungry,Not at all hungry,0,100
231,Vas,2024.08.13.19.31.27.933,85,How full are you right now?,Extremely full,Not at all full,0,100
231,Vas,2024.08.13.19.31.29.137,85,How thirsty are you right now?,Extremely thirsty,Not at all thirsty,0,100
231,Vas,null,50,How happy are you right now?,Extremely happy,Not at all happy,0,100
231,Vas,null,50,How anxious are you right now?,Extremely anxious,Not at all anxious,0,100
231,Vas,null,50,How tired are you right now?,Extremely tired,Not at all tired,0,100
231,Vas,null,50,How much do you like Sample 667?,Dislike extremely,Like extremely,0,100
231,GLMS ,null,0,How sweet is Sample 667?
231,GLMS ,null,0,How bitter is Sample 667?
231,GLMS ,null,0,How sour is Sample 667?
231,GLMS ,null,0,How salty is Sample 667?
231,Vas,null,50,How much do you like Sample 312?,Dislike extremely,Like extremely,0,100
231,GLMS ,null,0,How sweet is Sample 312?
231,GLMS ,null,0,How bitter is Sample 312?
231,GLMS ,null,0,How sour is Sample 312?
231,GLMS ,null,0,How salty is Sample 312?
231,Vas,null,50,How much do you like Sample 265?,Dislike extremely,Like extremely,0,100
231,GLMS ,null,0,How sweet is Sample 265?
231,GLMS ,null,0,How bitter is Sample 265?
231,GLMS ,null,0,How sour is Sample 265?
231,GLMS ,null,0,How salty is Sample 265?
231,Vas,null,50,How much do you like Sample 720?,Dislike extremely,Like extremely,0,100
231,GLMS ,null,0,How sweet is Sample 720?
231,GLMS ,null,0,How bitter is Sample 720?
231,GLMS ,null,0,How s
